id,uname,name,url
20281,beelinguapp-read-and-listen-two-languages-in-paral,Beelinguapp: Learn any Language!,https://www.kickstarter.com/projects/340177192/beelinguapp-read-and-listen-two-languages-in-paral
20282,me-and-eugene-new-ep-by-jameson-and-the-sordid-see,"\Me & Eugene\"" - NEW EP""",https://www.kickstarter.com/projects/1191290222/me-and-eugene-new-ep-by-jameson-and-the-sordid-see
20291,field-kit-electroacoustic-workstation,FIELD KIT - Electroacoustic Workstation,https://www.kickstarter.com/projects/komaelektronik/field-kit-electroacoustic-workstation
20295,carat-pro-audiophile-quality-stylish-sport-earbuds,Carat Pro - Heart Rate Monitor & 4GB Storage Sport Earbuds,https://www.kickstarter.com/projects/fiil/carat-pro-audiophile-quality-stylish-sport-earbuds
20297,magneo-first-true-usb-c-magnetic-adapter,MagNeo: First True USB-C Magnetic Adapter,https://www.kickstarter.com/projects/branchusb/magneo-first-true-usb-c-magnetic-adapter
20320,ants-analog-modular-synthesizer,Ants! Analog semi-modular synthesizer,https://www.kickstarter.com/projects/planktonelectronics/ants-analog-modular-synthesizer
20501,crokinole-2016-hardwood-edition-2-4-player-dexteri,Crokinole 2017 Hardwood Edition 2-4 Player Dexterity Game,https://www.kickstarter.com/projects/maydaygames/crokinole-2016-hardwood-edition-2-4-player-dexteri
20512,flexr-control-technology-with-your-muscles,FlexR | Control Technology With Your Muscles,https://www.kickstarter.com/projects/1492366788/flexr-control-technology-with-your-muscles
20520,droodlebooks-professional-coloring-notebook,DroodleBooks - Professional Coloring Notebook,https://www.kickstarter.com/projects/launchu/droodlebooks-professional-coloring-notebook
20530,ransomly-a-bluetooth-beacon-to-make-any-room-app-f,Ransomly | A bluetooth beacon to make any room app-free.,https://www.kickstarter.com/projects/1872987074/ransomly-a-bluetooth-beacon-to-make-any-room-app-f
20594,slim-leather-wallet-italian-leather-handcrafted-in,Slim Leather Wallet •Italian Leather •Handcrafted in the USA,https://www.kickstarter.com/projects/1230495573/slim-leather-wallet-italian-leather-handcrafted-in
20595,heroes-of-the-nations,HEROES of the NATIONS,https://www.kickstarter.com/projects/timothykremer/heroes-of-the-nations
20651,the-humidors-sophomore-album-funk-soul-from-the-ba,The Humidors' Sophomore Album - Funk/Soul from the Bay Area!,https://www.kickstarter.com/projects/920657275/the-humidors-sophomore-album-funk-soul-from-the-ba
20656,digital-numbered-limited-edition-playing-cards,Digital Numbered/Limited Edition Playing Cards (Canceled),https://www.kickstarter.com/projects/jasonnguyendesigns/digital-numbered-limited-edition-playing-cards
20657,adopt-a-galaxy-your-very-own-pocket-universe,Adopt A Galaxy — Your Very Own Pocket Universe,https://www.kickstarter.com/projects/589314937/adopt-a-galaxy-your-very-own-pocket-universe
20658,sento-towel-an-incredible-upgrade-for-an-everyday,Sento Towel: An Incredible Upgrade for an Everyday Essential,https://www.kickstarter.com/projects/1700119410/sento-towel-an-incredible-upgrade-for-an-everyday
20665,the-california-acoustic-coastline-tour,The California Acoustic Coastline Tour (Canceled),https://www.kickstarter.com/projects/2021591842/the-california-acoustic-coastline-tour
20677,the-anatomy-of-frank-south-america,The Anatomy of Frank: South America,https://www.kickstarter.com/projects/theanatomyoffrank/the-anatomy-of-frank-south-america
20701,milky-way-you-are-here-pin,"Milky Way \You Are Here\"" Enamel Pin""",https://www.kickstarter.com/projects/374735560/milky-way-you-are-here-pin
20708,renegade-line-the-new-competitive-third-person-sho,Renegade Line - The new competitive third person shooter,https://www.kickstarter.com/projects/1662000215/renegade-line-the-new-competitive-third-person-sho
20719,gaming-paper-erasable,Gaming Paper Erasable (Canceled),https://www.kickstarter.com/projects/gamingpaper/gaming-paper-erasable
20725,handenergy-your-pocket-electricity-generator,HandEnergy: Your Pocket Electricity Generator,https://www.kickstarter.com/projects/handenergy/handenergy-your-pocket-electricity-generator
20780,winter-fox-managing-my-mental-illness-with-poetry,"\Winter Fox\"" Managing Mental Illness with Poetry.""",https://www.kickstarter.com/projects/1187365123/winter-fox-managing-my-mental-illness-with-poetry
20787,morning-owl-hard-enamel-pin,Morning Owl Hard Enamel Pin,https://www.kickstarter.com/projects/1492884918/morning-owl-hard-enamel-pin
20788,lief-smart-patch-that-fights-stress,Lief | Smart patch that fights stress,https://www.kickstarter.com/projects/getlief/lief-smart-patch-that-fights-stress
20828,ysneakers-customize-your-own-unique-pair-of-luxury,YSNEAKERS: Customize your own UNIQUE pair of Luxury Sneakers,https://www.kickstarter.com/projects/322131803/ysneakers-customize-your-own-unique-pair-of-luxury
20837,blue-alpha-gear-hybrid-edc-belt,Blue Alpha Gear Hybrid EDC Belt,https://www.kickstarter.com/projects/434654564/blue-alpha-gear-hybrid-edc-belt
20887,no-brains-for-dinner,No Brains for Dinner,https://www.kickstarter.com/projects/2091540568/no-brains-for-dinner
20895,super-dice-set-1,Super Dice Set #1,https://www.kickstarter.com/projects/901436411/super-dice-set-1
20946,free-art,FREE ART!,https://www.kickstarter.com/projects/645875730/free-art
20974,a-fisher-brewing-company-revived,A. Fisher Brewing Company Revived,https://www.kickstarter.com/projects/984672884/a-fisher-brewing-company-revived
21011,black-sheep-nation,Black Sheep Nation,https://www.kickstarter.com/projects/675142293/black-sheep-nation
21025,goth-noir-1,Goth Noir #1,https://www.kickstarter.com/projects/338197751/goth-noir-1
21051,efter-rallarsving,Efter Rallarsving,https://www.kickstarter.com/projects/1181966419/efter-rallarsving
21055,kombuchade-chasing-the-dream,Kombuchade - Chasing the dream,https://www.kickstarter.com/projects/993856006/kombuchade-chasing-the-dream
21066,magic-is-something-you-make,Magic is something you make!,https://www.kickstarter.com/projects/themagicyarnproject/magic-is-something-you-make
21078,love-eden-episode-zero-otome-game-visual-novel,Love Eden : Episode zero (Otome game / visual novel),https://www.kickstarter.com/projects/darkrelic/love-eden-episode-zero-otome-game-visual-novel
21081,marble-pine-flower-shop,Marble + Pine Flower Shop,https://www.kickstarter.com/projects/199051257/marble-pine-flower-shop
21096,portable-power-bank-featuring-as-jump-starter-for,Portable Power Bank Featuring as Jump Starter for only $129,https://www.kickstarter.com/projects/compower/portable-power-bank-featuring-as-jump-starter-for
21112,gravity-alpha-watches,Gravity Alpha Watches,https://www.kickstarter.com/projects/gravitytimepiece/gravity-alpha-watches
21224,aegis-reliquary-customized-cases-for-gamers-and-ho,Aegis Reliquary- Customized Cases for Gamers and Hobbyist,https://www.kickstarter.com/projects/1582900778/aegis-reliquary-customized-cases-for-gamers-and-ho
21227,tuck-by-koli-first-ever-bracelet-to-conceal-your-h,TUCK,https://www.kickstarter.com/projects/441587991/tuck-by-koli-first-ever-bracelet-to-conceal-your-h
21239,war-in-christmas-village,War in Christmas Village,https://www.kickstarter.com/projects/1184398968/war-in-christmas-village
21658,piece-of-resistance-soaps-caffeinated-organic-rebe,"Piece of Resistance Soaps (Caffeinated, Organic, Rebellious)",https://www.kickstarter.com/projects/judahmahay/piece-of-resistance-soaps-caffeinated-organic-rebe
21718,modelhealth-deli-improvments-and-spa-integration,ModelHealth Deli improvments and Spa integration,https://www.kickstarter.com/projects/1486215728/modelhealth-deli-improvments-and-spa-integration
21737,the-apes-of-brecon-beacons,The Apes of Brecon Beacons,https://www.kickstarter.com/projects/1208278110/the-apes-of-brecon-beacons
21741,miguelito-canto-a-borinquen,Miguelito - Canto A Borinquen,https://www.kickstarter.com/projects/samzubrycki/miguelito-canto-a-borinquen
22008,handy-unicorn-most-stylish-multi-tool-ever-created,Handy Unicorn: Most stylish multi-tool ever created!,https://www.kickstarter.com/projects/handyunicorn/handy-unicorn-most-stylish-multi-tool-ever-created
22016,phoenixwallets-slim-leather-rfid-protection-wallet,Phoenixwallets: Slim leather RFID protection wallet designs,https://www.kickstarter.com/projects/1320695006/phoenixwallets-slim-leather-rfid-protection-wallet
22270,gemphones-wireless-bluetooth-necklace-earphones-fo,GemPhones Wireless | Bluetooth Necklace Earphones for Women,https://www.kickstarter.com/projects/gemphones/gemphones-wireless-bluetooth-necklace-earphones-fo
22362,disabled-vet-wants-to-promote-financial-intelligen,Disabled Vet Wants To Promote Financial Intelligence,https://www.kickstarter.com/projects/1017015289/disabled-vet-wants-to-promote-financial-intelligen
22492,catalyst-nonprofit-coffee-bar-by-art-saint-louis,Catalyst Nonprofit Coffee Bar,https://www.kickstarter.com/projects/asl/catalyst-nonprofit-coffee-bar-by-art-saint-louis
22569,full-grown-trees-grown-directly-into-art-and-furni,FULL GROWN - Trees Grown directly into Art & Furniture,https://www.kickstarter.com/projects/1118162081/full-grown-trees-grown-directly-into-art-and-furni
22612,fading-mystery-help-taarkas-7th-album-take-off,Fading Mystery: Help Taarka Complete their 7th Album!,https://www.kickstarter.com/projects/1662237411/fading-mystery-help-taarkas-7th-album-take-off
22697,new-compatible-keycaps-for-amiga-computers,New Compatible Keycaps for Amiga computers,https://www.kickstarter.com/projects/a1200housing/new-compatible-keycaps-for-amiga-computers
22712,breaking-news-the-film,Breaking News: The Film,https://www.kickstarter.com/projects/1250915394/breaking-news-the-film
22919,bicycle-heir-playing-cards,Bicycle Heir Playing Cards,https://www.kickstarter.com/projects/2104052526/bicycle-heir-playing-cards
23036,tanis-lenormand-oracle-tarot,Tanis Lenormand / oracle-Tarot,https://www.kickstarter.com/projects/1720318568/tanis-lenormand-oracle-tarot
23163,nufood-tasting-experience,n?food Tasting Experience,https://www.kickstarter.com/projects/1944252480/nufood-tasting-experience
23174,zafirro-the-100000-sapphire-blade-razornow-199,"Zafirro. The $100,000 Sapphire Blade Razor...Now $199.",https://www.kickstarter.com/projects/zafirro/zafirro-the-100000-sapphire-blade-razornow-199
23262,spinpal-mini-pencil-topper-and-hand-spinner-fidget,SPINPAL Mini | Pencil Topper and Hand Spinner Fidget Toy,https://www.kickstarter.com/projects/1284571885/spinpal-mini-pencil-topper-and-hand-spinner-fidget
23535,captain-noah-and-his-floating-zoo,Captain Noah and his floating Zoo,https://www.kickstarter.com/projects/1170963762/captain-noah-and-his-floating-zoo
23562,hola-mohalla-festival-of-soldier-saints,Hola Mohalla: Festival of Soldier Saints,https://www.kickstarter.com/projects/2104677872/hola-mohalla-festival-of-soldier-saints
24391,g-string,G String,https://www.kickstarter.com/projects/737919844/g-string
24547,west-side-brewing-cincinnati-be-a-backer,West Side Brewing - Cincinnati - Be a Backer,https://www.kickstarter.com/projects/1586083921/west-side-brewing-cincinnati-be-a-backer
24580,blackbull-redefining-minimal-luxury-bags,BlackBull: Redefining Minimal Luxury Bags,https://www.kickstarter.com/projects/1218472915/blackbull-redefining-minimal-luxury-bags
25057,the-alpha-shovel-the-most-badass-shovel-for-everyo,The Alpha Shovel: The Most Badass Shovel For Everyone,https://www.kickstarter.com/projects/576463145/the-alpha-shovel-the-most-badass-shovel-for-everyo
25723,commissioned-a-short-film,Commissioned - A Short Film,https://www.kickstarter.com/projects/762211045/commissioned-a-short-film
26190,hyperdrivetm-compact-thunderbolt-3-usb-c-hub-for-m,HyperDrive: Thunderbolt 3 USB-C Hub for 2016 MacBook Pro,https://www.kickstarter.com/projects/hypershop/hyperdrivetm-compact-thunderbolt-3-usb-c-hub-for-m
26817,flameflex-0,FLAMEFLEX,https://www.kickstarter.com/projects/1937366080/flameflex-0
27142,gibsons-tapworks-micro-brewery-taproom-and-communi,"Gibsons Tapworks: micro-brewery, taproom and community hub",https://www.kickstarter.com/projects/gibsonstapworks/gibsons-tapworks-micro-brewery-taproom-and-communi
27966,ninja-high-school-textbook-vol4,NINJA HIGH SCHOOL Textbook vol.4,https://www.kickstarter.com/projects/132143500/ninja-high-school-textbook-vol4
28090,stedsans-in-the-woods,Stedsans in the Woods,https://www.kickstarter.com/projects/987808536/stedsans-in-the-woods
28767,raspi-boy-retro-handheld-emulation-console-electro,"Raspi Boy : Retro handheld emulation console, electronic kit",https://www.kickstarter.com/projects/583173617/raspi-boy-retro-handheld-emulation-console-electro
29470,out-there-3,Out There,https://www.kickstarter.com/projects/1547239960/out-there-3
29477,woohootm-smart-living-simplified,"WooHoo™ - Smart Living, Simplified.",https://www.kickstarter.com/projects/2126904118/woohootm-smart-living-simplified
31168,spoonbest-elevates-kitchen-utensils-and-holds-tong,SpoonBest: Elevates Kitchen Utensils & Holds Tongs Perfectly,https://www.kickstarter.com/projects/1384014771/spoonbest-elevates-kitchen-utensils-and-holds-tong
33015,k-abax-the-sauces-and-the-dressings-with-habanero,K´abax: the sauces and the dressings with habanero chili,https://www.kickstarter.com/projects/1926473342/k-abax-the-sauces-and-the-dressings-with-habanero
34140,karamba-chilli-hot-sauce,Karamba Chilli Hot Sauce,https://www.kickstarter.com/projects/karamba/karamba-chilli-hot-sauce
34708,gary-20-earphones-and-cables-automatic-organizer,GARY 2.0 : Earphones & Cables Automatic Organizer,https://www.kickstarter.com/projects/1055129788/gary-20-earphones-and-cables-automatic-organizer
35966,the-chs-food-book-project,The CHS Food Book Project,https://www.kickstarter.com/projects/2007886448/the-chs-food-book-project
36463,kinfolk-killers-short-action-comedy,Kinfolk Killers - Short-Action Comedy,https://www.kickstarter.com/projects/kinfolkkillers/kinfolk-killers-short-action-comedy
38147,rowhouse-grocery,Rowhouse Grocery,https://www.kickstarter.com/projects/rowhousegrocery/rowhouse-grocery
40110,bring-back-the-wheelchair,Lammily: Bring Back the Wheelchair!,https://www.kickstarter.com/projects/1504918014/bring-back-the-wheelchair
40484,the-fires-of-nero-a-protest-piece,The Fires of Nero: A Protest Piece,https://www.kickstarter.com/projects/aaronharriswoodstein/the-fires-of-nero-a-protest-piece
41735,a-new-menace,A New Menace,https://www.kickstarter.com/projects/1247146777/a-new-menace
42441,jevois-open-source-quad-core-smart-machine-vision,JeVois: Open-Source Quad-Core Smart Machine Vision Camera,https://www.kickstarter.com/projects/1602548140/jevois-open-source-quad-core-smart-machine-vision
43704,fortuna-lake,Fortuna Lake,https://www.kickstarter.com/projects/1153274415/fortuna-lake
44521,bio-capitol-stockholm,Bio Capitol Stockholm,https://www.kickstarter.com/projects/capitol/bio-capitol-stockholm
45832,orange-magazine-print-launch,ORANGE Magazine Print Launch,https://www.kickstarter.com/projects/orangemag/orange-magazine-print-launch
48578,express-yourself-through-a-diy-card-for-all-occasi,Express yourself through a DIY card for all occasions!,https://www.kickstarter.com/projects/1378096888/express-yourself-through-a-diy-card-for-all-occasi
48641,life-and-legend-an-adventure-card-game,Life & Legend - An Adventure Card Game,https://www.kickstarter.com/projects/adamglass/life-and-legend-an-adventure-card-game
48646,spinagogue-the-first-ever-dreidel-spinning-stadium,Spinagogue - The First-Ever Dreidel Spinning Stadium,https://www.kickstarter.com/projects/1977007491/spinagogue-the-first-ever-dreidel-spinning-stadium
48676,catacomb-a-ucsb-animated-short,Catacomb: A UCSB Animated Short,https://www.kickstarter.com/projects/131555234/catacomb-a-ucsb-animated-short
48704,hitch-hiker-lightweight-balanced-motion-tripod-hea,"Hitch Hiker: Lightweight, Balanced-Motion Tripod Head",https://www.kickstarter.com/projects/398172523/hitch-hiker-lightweight-balanced-motion-tripod-hea
48712,titanium-prybar,The Ultimate Titanium PryBar!,https://www.kickstarter.com/projects/cogent/titanium-prybar
48719,dreamworld-pogie-a-new-old-game-by-the-oliver-twin,Dreamworld Pogie - A 'new' old game,https://www.kickstarter.com/projects/47744432/dreamworld-pogie-a-new-old-game-by-the-oliver-twin
48726,clark-and-addison-a-limited-edition-wrigley-field,Clark & Addison: A Limited Edition Wrigley Field Photo Book,https://www.kickstarter.com/projects/matthewschumacher/clark-and-addison-a-limited-edition-wrigley-field
48790,the-wolf-unisex-watches-bringing-luxury-to-afforda,THE WOLF Unisex Watches - Bringing luxury to affordability,https://www.kickstarter.com/projects/thewolftimepieces/the-wolf-unisex-watches-bringing-luxury-to-afforda
48884,thymos-the-worlds-first-self-sanitising-shield,THYMOS | The World’s First Self-Sanitising Shield,https://www.kickstarter.com/projects/gadgetcare/thymos-the-worlds-first-self-sanitising-shield
48901,snapcats-enamel-pin-extras,SnapCats Enamel Pin + extras,https://www.kickstarter.com/projects/1531653840/snapcats-enamel-pin-extras
48946,vocalstar-the-ios-audition-app-that-will-get-you-n,Vocalstar – The iOS Audition App That Will Get You Noticed!,https://www.kickstarter.com/projects/1217686231/vocalstar-the-ios-audition-app-that-will-get-you-n
48970,clothing-rack-world-dragonfly-crafted-in-paris,"CLOTHING RACK WORLD: Dragonfly, crafted in Paris",https://www.kickstarter.com/projects/751284368/clothing-rack-world-dragonfly-crafted-in-paris
48994,v-360-the-arm-band-cell-phone-holder-with-no-inser,V 360 - Cell Phone Holders with no insert. Extremely Fast!,https://www.kickstarter.com/projects/700775156/v-360-the-arm-band-cell-phone-holder-with-no-inser
49000,joue,JOUÉ - The most Expressive and Modular MIDI controller,https://www.kickstarter.com/projects/1556263559/joue
49068,dragon-drop-adventures-5e,Dragon Drop Adventures 5e,https://www.kickstarter.com/projects/dragonturtlegames/dragon-drop-adventures-5e
49080,1up-1up-pro-peak-edc-tools-for-beer-lovers-20-func,1up/1up pro: peak EDC tools. 20+ functions (Canceled),https://www.kickstarter.com/projects/pocketappeal/1up-1up-pro-peak-edc-tools-for-beer-lovers-20-func
49133,mcg-premium-sleeves-and-accessories,MCG Premium Sleeves & Accessories,https://www.kickstarter.com/projects/magecompany/mcg-premium-sleeves-and-accessories
49178,x-mas-potatoes,X-MAS POTATOES,https://www.kickstarter.com/projects/potato4life/x-mas-potatoes
49219,local-cambodian-art-with-natural-colors,Local Cambodian Art with Natural Colors,https://www.kickstarter.com/projects/1185757987/local-cambodian-art-with-natural-colors
49232,ikipele-the-compact-sustainable-burner,ikiPele - The compact sustainable burner,https://www.kickstarter.com/projects/1839052188/ikipele-the-compact-sustainable-burner
49269,the-under-the-sea-plushie-line,The Under the Sea Plushie Line,https://www.kickstarter.com/projects/693401859/the-under-the-sea-plushie-line
49409,framed-2,Framed,https://www.kickstarter.com/projects/857300023/framed-2
49618,time-traveler-swiss-movement-watch-by-ovd,TIME TRAVELER - Swiss movement watch,https://www.kickstarter.com/projects/611551995/time-traveler-swiss-movement-watch-by-ovd
49997,storm-the-castle-co-op-fantasy-battle-board-game,Storm the Castle! Co-op Fantasy Battle Board Game (Canceled),https://www.kickstarter.com/projects/giantgoblingames/storm-the-castle-co-op-fantasy-battle-board-game
50064,scott-and-annie-mckinnon-ep,Scott and Annie McKinnon EP,https://www.kickstarter.com/projects/72322624/scott-and-annie-mckinnon-ep
50270,faeries-of-the-forest-oracle-and-playing-cards,Faeries of the Forest Oracle & Playing Cards,https://www.kickstarter.com/projects/jessicafeinberg/faeries-of-the-forest-oracle-and-playing-cards
50292,flaminko-1-playing-cards,Flaminko 1 (Playing Cards),https://www.kickstarter.com/projects/1385928040/flaminko-1-playing-cards
50304,limpeh-says-a-card-game-for-we-the-citizens-of-sin,LIMPEH SAYS // A card game for we the citizens of Singapore,https://www.kickstarter.com/projects/832526601/limpeh-says-a-card-game-for-we-the-citizens-of-sin
50429,playsmart-dice,PlaySmart Dice,https://www.kickstarter.com/projects/1820628033/playsmart-dice
50430,skid-the-first-wooden-chef-knife,//SKID - The First Wooden Chef Knife,https://www.kickstarter.com/projects/678583312/skid-the-first-wooden-chef-knife
50432,loophole-the-first-rubber-ring-phone-grip-kickstan,LOOPHOLE // The First Rubber Ring Phone Grip,https://www.kickstarter.com/projects/1859303639/loophole-the-first-rubber-ring-phone-grip-kickstan
50489,satt-ljud-pa-onkel-toms-stuga,Sätt ljud på Onkel Toms stuga,https://www.kickstarter.com/projects/1690275904/satt-ljud-pa-onkel-toms-stuga
50774,away-from-me-working-title,Away From Me [working title],https://www.kickstarter.com/projects/878908/away-from-me-working-title
50824,sundance-2017,Sundance 2017,https://www.kickstarter.com/projects/jimcummings/sundance-2017
51032,make-america-kind-again,MAKE AMERICA KIND AGAIN,https://www.kickstarter.com/projects/265090416/make-america-kind-again
51203,stitch-debut-ep-a-helping-hand,Stitch - Debut EP - A Helping Hand,https://www.kickstarter.com/projects/2043806405/stitch-debut-ep-a-helping-hand
51360,burrows-and-badgers-new-blood-anthro-animal-miniat,Burrows & Badgers: New Blood. Anthro animal miniatures,https://www.kickstarter.com/projects/oathsworn/burrows-and-badgers-new-blood-anthro-animal-miniat
51387,end-of-times-miniatures-range,End of Times! miniatures range,https://www.kickstarter.com/projects/929431841/end-of-times-miniatures-range
51455,red-box-games-miniatures,Red Box Games Miniatures (Canceled),https://www.kickstarter.com/projects/1103158358/red-box-games-miniatures
51590,visa-playing-cards-patrick-kun-x-alex-pandrea,VISA Playing Cards : Patrick Kun x Alex Pandrea,https://www.kickstarter.com/projects/1380523977/visa-playing-cards-patrick-kun-x-alex-pandrea
51760,hellbound-a-16mm-film,HELLBOUND: A 16mm Film,https://www.kickstarter.com/projects/1126237664/hellbound-a-16mm-film
51970,learned-it-on-the-radio-life-lessons-in-3-30-minut,Learned It On The Radio: Life Lessons in 3:30 Minutes,https://www.kickstarter.com/projects/320073119/learned-it-on-the-radio-life-lessons-in-3-30-minut
52071,the-maverick-wallets-should-hold-more-than-just-ca,The Maverick | Wallets Should Hold More Than Just Cash,https://www.kickstarter.com/projects/1464971315/the-maverick-wallets-should-hold-more-than-just-ca
52310,rivals-masters-of-the-deep,Rivals: Masters of the Deep (Canceled),https://www.kickstarter.com/projects/wheelhouse/rivals-masters-of-the-deep
52473,war-is-coming-shieldmaidens-vs-orcs,War is Coming: Shieldmaidens vs Orcs (Canceled),https://www.kickstarter.com/projects/1273312680/war-is-coming-shieldmaidens-vs-orcs
52484,a-hand-in-the-darkness-english-spanish-yaoi-bl-vis,A Hand in the Darkness: English/Spanish Yaoi BL Visual Novel,https://www.kickstarter.com/projects/1035096208/a-hand-in-the-darkness-english-spanish-yaoi-bl-vis
53070,future-bot-innovators-new-robot-construction-2016,Future Bot Innovators' New Robot Construction 2016-2017,https://www.kickstarter.com/projects/1872796784/future-bot-innovators-new-robot-construction-2016
53073,spingett-spinner-fidget-paperweight-toy,"\SpinGett\"" Spinner Fidget Paperweight Toy""",https://www.kickstarter.com/projects/1634685115/spingett-spinner-fidget-paperweight-toy
53311,interment-a-graveyard-photography-zine,INTERMENT - A Graveyard Photography Zine,https://www.kickstarter.com/projects/1308920367/interment-a-graveyard-photography-zine
53739,hammerhead-stainless-steel-spinner,Hammerhead Stainless Steel Spinner,https://www.kickstarter.com/projects/323659125/hammerhead-stainless-steel-spinner
54937,vectorquilts-by-david-gilleland,vectorQuilts,https://www.kickstarter.com/projects/1666269096/vectorquilts-by-david-gilleland
56852,twilight-of-the-gods-age-of-revelation,Twilight of the Gods: Age of Revelation,https://www.kickstarter.com/projects/567823005/twilight-of-the-gods-age-of-revelation
56953,the-new-arcana,The New Arcana,https://www.kickstarter.com/projects/debbiefong/the-new-arcana
57584,falkland-islands-photographic-residency-feb-march,Falkland Islands Photographic Residency Feb/March 2017,https://www.kickstarter.com/projects/acphotography/falkland-islands-photographic-residency-feb-march
57766,towar-build-improve-and-defend-a-tower-in-another,"Towar - Build, Improve, & Defend a Tower in Another Reality",https://www.kickstarter.com/projects/705338855/towar-build-improve-and-defend-a-tower-in-another
58792,mysight360-worlds-first-wearable-vr-camera-for-hik,MySight360 | Wearable VR Camera for Smooth Panoramic Videos,https://www.kickstarter.com/projects/660471689/mysight360-worlds-first-wearable-vr-camera-for-hik
59120,kirsten-maxwell-records-new-music,Kirsten Maxwell Records NEW MUSIC!,https://www.kickstarter.com/projects/506174309/kirsten-maxwell-records-new-music
59473,mini-ellipse-high-fidelity-sound-in-the-palm-of-yo,Mini Ellipse - High Fidelity Sound in the Palm of Your Hand,https://www.kickstarter.com/projects/1818681633/mini-ellipse-high-fidelity-sound-in-the-palm-of-yo
59904,fold-the-best-slim-wallet-with-a-few-suprises,FOLD - The best slim wallet with a few suprises,https://www.kickstarter.com/projects/48499466/fold-the-best-slim-wallet-with-a-few-suprises
60805,astropibox,AstroPiBox,https://www.kickstarter.com/projects/astropibox/astropibox
61438,netherbird-svensk-javla-svarta,Netherbird - Svensk jävla svärta,https://www.kickstarter.com/projects/netherbird/netherbird-svensk-javla-svarta
61471,arizona-mexico-border-town-mural-project,Arizona-Mexico Border Town Mural Project,https://www.kickstarter.com/projects/1269065311/arizona-mexico-border-town-mural-project
63548,nekopara-anime-ova,NEKOPARA Anime OVA,https://www.kickstarter.com/projects/sekaiproject/nekopara-anime-ova
63631,anywhere-fridge-solar-portable-transforming-fridge,Anywhere Fridge: Solar Portable Transforming Fridge/Freezer!,https://www.kickstarter.com/projects/solar-anywherefridge/anywhere-fridge-solar-portable-transforming-fridge
64028,tom-hummer-dystopian-blues-vinyl-pre-order,Tom Hummer - Dystopian Blues | Vinyl Pre-Order,https://www.kickstarter.com/projects/310758032/tom-hummer-dystopian-blues-vinyl-pre-order
64900,eye3,eye3 (Suspended),https://www.kickstarter.com/projects/eye3/eye3
65462,azimuth-climate-data-backup-project,Azimuth Climate Data Backup Project,https://www.kickstarter.com/projects/592742410/azimuth-climate-data-backup-project
66549,sandshark-universe-sketchbook-and-history-2002-201,SANDSHARK UNIVERSE SKETCHBOOK AND HISTORY 2002-2017,https://www.kickstarter.com/projects/860596141/sandshark-universe-sketchbook-and-history-2002-201
68608,space-madness-enamel-pin,Space Madness Enamel Pin,https://www.kickstarter.com/projects/popliturgy/space-madness-enamel-pin
69241,toothville,Toothville,https://www.kickstarter.com/projects/1139490928/toothville
70596,glxy-bracelet,GLXY - Unisex Bracelet - Take the Solar-System with you!,https://www.kickstarter.com/projects/257947184/glxy-bracelet
72196,lyonesse-making-short-fiction-great-again,Lyonesse - Making Short Fiction Great Again,https://www.kickstarter.com/projects/1279442396/lyonesse-making-short-fiction-great-again
74830,the-game-of-life-challenges,The Game of Life Challenges,https://www.kickstarter.com/projects/leoprism/the-game-of-life-challenges
75227,no-problem-to-make-a-film-about-jacques-houot-the,"\No problem\"" to make a film about Jacques Houot-The Frenchie""",https://www.kickstarter.com/projects/michellescreative/no-problem-to-make-a-film-about-jacques-houot-the
75868,kirk-lindos-vamperotica-magazine-collection-v1-v4,Kirk Lindo's VAMPEROTICA MAGAZINE COLLECTION V1 - V4,https://www.kickstarter.com/projects/vamperotica/kirk-lindos-vamperotica-magazine-collection-v1-v4
75909,somnova-the-worlds-first-best-super-smart-sleep-ma,"Somnova, the world's first/Best super smart sleeping mat",https://www.kickstarter.com/projects/872845194/somnova-the-worlds-first-best-super-smart-sleep-ma
75924,sirens-deck-ocm-playing-cards,Siren's Deck- OCM playing cards (Canceled),https://www.kickstarter.com/projects/1503469489/sirens-deck-ocm-playing-cards
75936,the-worlds-first-custom-height-insole,The World's First Custom Height Insole (Canceled),https://www.kickstarter.com/projects/1193829076/the-worlds-first-custom-height-insole
75944,the-wastelanders-2048,The Wastelanders:2048 - A Card Game (Canceled),https://www.kickstarter.com/projects/thewastelanders/the-wastelanders-2048
75952,not-without-you-anthology,NOT WITHOUT YOU ? Anthology,https://www.kickstarter.com/projects/1060776810/not-without-you-anthology
75985,dragons-bard,Dragon's Bard (Canceled),https://www.kickstarter.com/projects/albinodragon/dragons-bard
75988,brenda-xus-new-album-overflow-and-music-video-proj,"Brenda Xu's new album \Overflow\"" & Music Video Project""",https://www.kickstarter.com/projects/1927292405/brenda-xus-new-album-overflow-and-music-video-proj
76029,lancement-dune-marque-urbaine-launch-of-an-urban-b,Lancement d'une marque urbaine \\ Launch of an urban brand,https://www.kickstarter.com/projects/1485163903/lancement-dune-marque-urbaine-launch-of-an-urban-b
76044,cobba-the-worlds-first-non-stop-shorts-featuring-a,Cobba | The World's First Non-Stop Shorts featuring AptGrip,https://www.kickstarter.com/projects/cobba/cobba-the-worlds-first-non-stop-shorts-featuring-a
76088,its-time-to-amend-your-morning-routine,It's Time to Amend Your Morning Routine,https://www.kickstarter.com/projects/665638425/its-time-to-amend-your-morning-routine
